visit_id,visit_duration,Variation
777459763_94909643228_944922,0 days 00:04:07,Test
777464662_61579283619_179846,0 days 00:04:12,Test
777467337_59964116976_28590,0 days 00:02:38,Control
777473560_44722135020_344840,0 days 00:01:08,Test
777486015_27418202248_962148,0 days 00:13:05,Control
777486071_84542086734_84116,0 days 00:00:08,Control
777499564_35616682770_231265,0 days 00:00:00,Control
777505781_86916824155_156332,0 days 00:03:09,Test
777514765_23901194251_123825,0 days 00:03:00,Test
777523542_68529431047_921289,0 days 00:02:36,Test
77752820_48636292830_210085,0 days 00:02:10,Control
77753747_25538883401_244180,0 days 00:05:15,Control
777541568_93054272286_731260,0 days 00:00:00,Control
777546734_81842102283_344255,0 days 00:00:00,Control
777548504_99478375482_501532,0 days 00:10:20,Test
777554147_24317967365_787377,0 days 00:26:31,Test
77755507_37119296672_79388,0 days 00:00:10,Control
777557550_20382680189_642385,0 days 00:04:14,Control
777618902_65322153467_350744,0 days 00:00:30,Test
777632256_80935584118_486705,0 days 00:02:42,Test
777635619_53556601653_619863,0 days 00:04:55,Control
7776358_83178896596_214988,0 days 00:03:06,Test
777642463_32133154379_262810,0 days 00:05:12,Test
777659488_67342709763_815209,0 days 00:05:39,Control
777665491_79240004156_636812,0 days 00:10:00,Test
777679468_51825357617_913307,0 days 00:17:46,Control
777695225_51797955445_264219,0 days 00:02:23,Control
777701304_75029128746_632325,0 days 00:03:03,Test
777721527_22937175848_302099,0 days 00:05:01,Test
777734222_9488827987_822107,0 days 00:00:00,Test
777735130_28988760455_736922,0 days 00:00:57,Control
777745154_44486513754_75754,0 days 00:15:05,Test
777749442_41902376867_993782,0 days 00:01:35,Test
777761056_85474779647_248104,0 days 00:04:33,Test
777773827_69451773796_484625,0 days 00:00:00,Test
777779787_10905899519_162270,0 days 00:00:34,Test
777780344_82865313076_313126,0 days 00:02:42,Control
777782031_96887905239_495171,0 days 00:06:49,Test
777790567_83495011118_720848,0 days 00:01:08,Test
777799610_78030158614_274899,0 days 00:03:16,Control
777816540_78132266093_457805,0 days 00:04:29,Test
777839652_78997686121_105239,0 days 00:29:54,Test
77787006_82612901861_944904,0 days 00:02:42,Control
777879725_60133257212_45763,0 days 00:01:45,Control
77790607_77363054961_889102,0 days 00:01:01,Control
777907078_74589928564_287137,0 days 00:02:07,Test
77792362_54019441867_12999,0 days 00:04:22,Test
777931787_19114191151_546902,0 days 00:02:10,Control
777935685_20969207012_79944,0 days 00:04:44,Control
777935969_37491339893_155485,0 days 00:04:09,Control
777948529_67309274998_616284,0 days 00:01:05,Test
777955205_64611470691_514254,0 days 00:01:26,Test
777975217_30732507382_865722,0 days 00:02:28,Test
778005799_60130060328_449750,0 days 00:06:39,Control
778018185_7185467621_714922,0 days 00:04:29,Test
77803121_69652538834_348673,0 days 00:01:15,Control
778039278_36805991143_791417,0 days 00:05:31,Test
778043163_48461262290_639476,0 days 00:03:53,Control
778057197_35019084542_10564,0 days 00:05:14,Test
778065780_39380060255_168268,0 days 00:00:46,Control
778074259_61801288613_901042,0 days 00:03:55,Test
778108675_62365138333_711072,0 days 00:00:38,Test
778113229_67552802473_976766,0 days 00:02:08,Test
778148650_94849444710_80733,0 days 00:01:57,Test
778175081_26559637196_447795,0 days 00:00:23,Control
778179325_50887626754_109217,0 days 00:01:39,Test
778192423_97011738559_877483,0 days 00:03:04,Test
778210685_87779065182_558536,0 days 00:00:00,Control
778215058_20338066107_320689,0 days 00:05:50,Control
7782451_22776816496_241157,0 days 00:00:00,Control
778250950_21030085253_89334,0 days 00:02:51,Control
778261498_30826828013_158000,0 days 00:05:43,Test
778267803_12124540850_125231,0 days 00:03:06,Test
778298036_47506881700_835992,0 days 00:30:51,Test
778299447_50580017425_956245,0 days 00:07:53,Test
778305056_19407394815_512851,0 days 00:09:31,Control
778306505_78830447683_987454,0 days 00:25:59,Test
778313416_3607929524_684430,0 days 00:00:00,Control
77836107_83820421827_925280,0 days 00:21:43,Test
778366325_62425063359_374881,0 days 00:02:44,Control
778375253_86949520127_894161,0 days 00:00:35,Test
778376998_79241993060_991719,0 days 00:00:21,Test
778378295_51851527497_648999,0 days 00:00:40,Control
778406112_78941399678_44724,0 days 00:06:28,Control
778438094_93253982660_130560,0 days 00:05:27,Test
778448901_88187519018_601452,0 days 00:01:07,Test
778466834_35189922290_689670,0 days 00:00:10,Test
778472898_54351947185_968088,0 days 00:02:19,Control
778482650_95463424930_643458,0 days 00:01:28,Test
778512079_78382938651_384106,0 days 00:00:00,Control
778513200_5776413966_620317,0 days 00:00:00,Control
778544524_55965001108_57862,0 days 00:01:27,Control
778563323_92455173296_625165,0 days 00:02:10,Test
778599866_68629149392_989635,0 days 00:03:22,Control
778632459_6335445180_375096,0 days 00:03:59,Test
778636990_26054610275_73404,0 days 00:05:27,Control
778642265_76046494627_13757,0 days 00:06:48,Control
778646924_43733639772_191132,0 days 00:01:31,Control
778650898_18730582371_369776,0 days 00:05:04,Test
77865189_18950401200_498731,0 days 00:17:23,Control
778658158_35182141129_818431,0 days 00:00:00,Test
778661349_80770213922_453799,0 days 00:00:00,Control
778671597_99693665532_412386,0 days 00:01:06,Control
778674270_3735379698_528037,0 days 00:01:37,Test
778686612_9288932462_645317,0 days 01:33:16,Test
778710292_51917354468_402872,0 days 00:01:27,Test
77873937_26567114271_231638,0 days 00:24:05,Test
778755312_70486634638_73907,0 days 00:00:00,Test
778760886_11573173133_633808,0 days 00:02:44,Control
778772377_98046958745_990891,0 days 00:15:47,Test
778780338_54845354078_369055,0 days 00:15:04,Test
778787720_11700780902_776833,0 days 00:17:10,Test
778790321_73163425387_411597,0 days 00:00:00,Control
77880809_64628270234_870632,0 days 00:03:24,Test
778838391_51754313514_889240,0 days 00:00:00,Control
778838865_67225111288_37285,0 days 00:06:02,Control
778863554_49815224578_674484,0 days 00:00:56,Test
778865171_50973080824_807935,0 days 00:04:28,Test
778868822_94088646349_105596,0 days 00:01:28,Control
77888306_9521622697_60419,0 days 00:02:17,Control
778904646_88310498935_311467,0 days 00:03:24,Test
77891765_37846716743_325794,0 days 00:06:20,Test
778917947_39943431082_728671,0 days 00:14:17,Test
778923257_96824731264_525950,0 days 00:02:57,Test
778958412_35138128780_789,0 days 00:00:05,Control
77896041_75355731404_984679,0 days 00:04:15,Test
778966721_59034687877_93678,0 days 00:01:46,Control
778971228_25511089834_561871,0 days 00:00:00,Control
778979311_1438589260_504292,0 days 00:02:20,Control
778986021_37137899792_482494,0 days 00:05:15,Control
778988665_94015192531_691180,0 days 00:05:50,Test
779003975_4760509578_725315,0 days 00:00:58,Test
779011889_63398025038_476129,0 days 00:01:17,Test
779029975_23697862834_778692,0 days 00:00:52,Control
779033626_3487002034_300202,0 days 00:05:33,Test
779034899_25580770791_837667,0 days 00:00:00,Control
779045902_34230218965_905575,0 days 00:06:21,Control
779048690_92231103266_200470,0 days 00:09:30,Test
779054098_79825411796_582776,0 days 00:05:19,Control
779083019_30161286112_482387,0 days 00:00:00,Control
779088300_1482195714_479636,0 days 00:01:43,Test
77909900_70617682453_469519,0 days 00:22:23,Control
779140279_14519378669_813484,0 days 00:01:53,Test
779146502_31422778271_337387,0 days 00:03:09,Test
779151280_3496069372_28498,0 days 00:06:30,Control
779161539_26673877478_960534,0 days 00:18:41,Test
779171834_49218050162_638417,0 days 00:14:22,Control
779183576_26741852388_104654,0 days 00:01:09,Test
779212525_36892882850_742421,0 days 00:03:00,Control
779222472_29140427849_719936,0 days 00:04:11,Test
779252475_22856629700_652985,0 days 00:19:40,Test
779322768_55623987811_478303,0 days 00:01:48,Test
779345355_72231147291_26856,0 days 00:04:52,Control
779346255_94478376270_718170,0 days 00:03:35,Test
779353351_83334709365_900522,0 days 00:10:27,Test
7793728_74379914513_376250,0 days 00:04:43,Test
779386018_26589419538_592972,0 days 00:02:24,Test
779386206_72521618670_648655,0 days 00:00:00,Test
779399547_97549720430_291363,0 days 00:08:17,Test
779409053_93071177388_23646,0 days 00:08:43,Control
779411346_37808057616_842894,0 days 00:05:03,Test
779417553_23211625512_630606,0 days 00:01:14,Control
779438688_72598614529_190,0 days 00:04:54,Test
779440790_40168617414_320784,0 days 00:06:07,Test
779446143_15198999539_95315,0 days 00:04:18,Test
779450888_99431782812_751645,0 days 00:00:15,Control
779476752_70666584806_846269,0 days 00:00:00,Test
779492615_13191304036_59592,0 days 00:03:30,Control
779493204_42148144026_612327,0 days 00:00:24,Test
779501243_85245437003_850255,0 days 00:08:33,Test
779508859_30728807097_549705,0 days 00:01:15,Control
779539694_68274811021_65577,0 days 00:23:43,Test
779574594_36411360751_48165,0 days 00:04:09,Test
779582659_54856151754_579415,0 days 00:03:10,Control
779594225_29427976806_733168,0 days 00:01:41,Test
779610638_46105590808_541414,0 days 00:06:02,Control
779612979_23854250278_499484,0 days 00:01:51,Test
779613812_9749258581_870182,0 days 00:12:51,Test
779653197_22929270327_44861,0 days 00:04:06,Test
779691653_79782548858_705478,0 days 00:06:21,Control
779712121_9736128610_634079,0 days 00:03:24,Test
779713959_87624235975_774817,0 days 00:08:09,Test
779735426_42743388829_698800,0 days 00:06:41,Control
779751469_26976452117_860098,0 days 00:17:45,Test
779764909_68579085092_181320,0 days 00:04:02,Test
779767117_95774092394_358237,0 days 00:03:59,Test
779769429_62366474949_115939,0 days 00:00:00,Test
779776962_7257019911_978742,0 days 00:16:24,Test
779779470_94081811981_351773,0 days 00:03:20,Test
779780335_61504432790_201017,0 days 00:00:00,Test
779784340_20435744332_736697,0 days 00:03:04,Test
779794491_49035947094_315628,0 days 00:00:00,Control
77980260_51451569227_285802,0 days 00:14:53,Control
779839207_75400928536_985896,0 days 00:47:31,Test
779858536_67650699693_593025,0 days 00:01:34,Test
779866294_95979852185_746017,0 days 00:05:18,Test
779879165_61430182748_616622,0 days 00:01:58,Test
779911533_49767162816_797041,0 days 00:00:42,Control
779914327_91071198533_943598,0 days 00:00:00,Test
779944797_45933944162_935656,0 days 00:00:00,Control
779965276_68101429612_316150,0 days 00:00:00,Test
779968436_98057383162_254818,0 days 00:02:09,Test
779977513_62182940946_179805,0 days 00:04:49,Control
780002004_76572114670_355675,0 days 00:04:37,Test
780016500_33078023505_314908,0 days 00:00:00,Test
780017746_6143120206_101749,0 days 00:03:28,Test
780043553_75659044939_320134,0 days 00:00:00,Control
780044921_57678038107_984942,0 days 00:03:13,Control
780051987_49265361697_971574,0 days 00:03:47,Control
780052870_74548951835_960103,0 days 00:23:06,Test
780078548_68006822939_416465,0 days 00:00:00,Control
780097128_34184987474_357047,0 days 00:04:32,Test
780101563_36059711166_230022,0 days 00:02:20,Test
780115745_91282445632_698019,0 days 00:00:00,Control
78011721_11698416792_475398,0 days 00:02:42,Test
780164208_19668372236_294079,0 days 00:02:03,Test
780172973_99325536583_463664,0 days 00:00:43,Control
780178799_53801320708_978035,0 days 00:02:39,Test
780182026_63710681350_889278,0 days 00:06:21,Test
780185513_97110094577_181899,0 days 00:10:09,Control
780186616_94844075436_430992,0 days 00:01:42,Control
780187095_3987026920_497417,0 days 00:00:00,Control
78019020_87128576820_347361,0 days 00:00:35,Control
780192041_35084572812_413410,0 days 00:00:00,Control
780194078_9549678692_155808,0 days 00:04:51,Test
780202049_37661904857_76986,0 days 00:06:24,Test
78023832_78940084248_75140,0 days 00:04:52,Control
780245632_61687902736_849551,0 days 00:05:13,Test
780248141_56045097033_381778,0 days 00:00:13,Control
780259180_85377471227_191105,0 days 00:01:59,Control
780274118_90414582338_621259,0 days 00:00:18,Control
780303396_51889029398_609707,0 days 00:00:00,Test
780303740_93434123949_621817,0 days 00:04:17,Test
780311806_92813252879_911642,0 days 00:05:23,Control
780331652_47127454681_78196,0 days 00:12:57,Control
780341653_31777634984_261579,0 days 00:03:12,Test
780345099_81672067839_916296,0 days 00:10:44,Test
780368445_89859574384_60838,0 days 00:02:24,Control
780368737_55017656982_680741,0 days 00:03:09,Control
780390034_34064832570_984353,0 days 00:01:38,Test
780406908_47187516923_538423,0 days 00:00:00,Test
780409841_13848203136_319698,0 days 00:00:00,Test
780438471_28328450705_423608,0 days 00:01:48,Test
780443975_62977844662_230058,0 days 00:01:00,Test
780450302_23994045465_735340,0 days 00:06:05,Test
780463989_18450594076_128896,0 days 00:05:11,Test
780503852_76656762387_837564,0 days 00:06:29,Control
780505023_23734156618_730486,0 days 00:00:00,Test
780512471_43124387963_853402,0 days 00:00:00,Test
780528477_88681816943_546132,0 days 00:00:00,Test
780531628_60917011137_367218,0 days 00:00:14,Test
780541760_89389723217_741268,0 days 00:02:09,Test
780552976_36357579319_278801,0 days 00:18:27,Test
780577702_90360490676_400546,0 days 00:00:00,Test
780583441_55657457188_310172,0 days 00:00:40,Control
780588773_17891548026_47584,0 days 00:00:00,Test
780605623_73109289540_149393,0 days 00:05:19,Test
7806446_77234968518_961047,0 days 00:00:00,Test
780677979_24721786001_566449,0 days 00:00:22,Test
780691090_22586554832_699688,0 days 00:00:55,Test
780697811_4088507984_210185,0 days 00:13:08,Control
780698366_88792835374_907844,0 days 00:01:21,Control
780703971_37058483475_899740,0 days 00:07:43,Test
780706267_68420403935_923110,0 days 00:00:32,Control
780717839_35231958732_183202,0 days 00:04:44,Test
78072968_49947644607_761515,0 days 00:07:22,Control
78077625_6667499914_883827,0 days 00:00:05,Test
780778664_29418109819_119069,0 days 00:35:09,Test
780786366_62264748540_754321,0 days 00:03:26,Test
780821354_72163795715_667914,0 days 00:00:00,Control
780823782_44539722089_168323,0 days 00:03:40,Test
780842229_83536479653_684812,0 days 00:03:14,Test
780846942_86604280994_41486,0 days 00:11:40,Control
780856899_97970942297_232246,0 days 00:02:50,Control
780859938_9134668322_182718,0 days 00:04:45,Control
780865121_35031647978_688209,0 days 00:02:06,Test
780867218_46552203918_485025,0 days 00:00:00,Test
780881271_75666203516_393148,0 days 00:06:06,Test
780902921_73793534559_627212,0 days 00:00:00,Test
780914241_72226588247_5683,0 days 00:00:23,Control
780955101_94818409090_408093,0 days 00:00:00,Test
780959391_87877394484_499001,0 days 00:05:56,Test
78096185_13174271995_442615,0 days 00:00:51,Test
78097756_72026553161_145060,0 days 00:05:49,Control
780983588_65698191053_18559,0 days 00:02:04,Test
780985501_38687640809_531257,0 days 00:02:12,Control
780995292_32027232354_996782,0 days 00:05:27,Test
781005548_66255356230_674283,0 days 00:05:27,Control
781017902_10151860570_87308,0 days 00:04:31,Test
78104213_89139269780_955356,0 days 00:01:50,Test
781045126_86546199889_354341,0 days 00:01:09,Control
781051933_80036921721_630359,0 days 00:00:00,Test
781073824_66598523261_957174,0 days 00:04:48,Test
78108068_27406179415_836486,0 days 00:05:53,Control
781104273_68984286997_378206,0 days 00:08:46,Test
781126460_96132713246_602362,0 days 00:00:00,Test
781176696_96332789160_733840,0 days 00:16:26,Test
781183358_23859112645_110732,0 days 00:04:19,Test
781225947_54688579555_232973,0 days 00:07:04,Test
781239834_84684121412_578860,0 days 00:00:06,Test
781241142_11512620030_72450,0 days 00:05:46,Test
781247194_44126593742_693173,0 days 00:00:24,Control
781255054_21935453173_531117,0 days 00:10:45,Test
781255185_95965354069_659424,0 days 00:05:19,Control
781284489_13176590088_78030,0 days 00:06:16,Test
781284933_62054060013_641061,0 days 00:04:32,Control
781297152_75621166869_394926,0 days 00:00:12,Test
781298818_50831733818_973223,0 days 00:11:53,Test
781304319_24825827986_522362,0 days 00:00:21,Test
781305315_73248193678_510075,0 days 00:01:06,Control
781316258_17328840142_28016,0 days 00:01:53,Test
781330653_4372074978_773994,0 days 00:05:59,Test
781333612_52739331182_522998,0 days 00:00:04,Control
78133879_17737368903_405652,0 days 00:00:00,Test
781345889_15889196655_64433,0 days 00:03:45,Control
781385261_53723706488_843270,0 days 00:00:00,Test
781396545_57969242019_730889,0 days 00:06:18,Control
781408036_6822100656_122607,0 days 00:02:33,Test
781425048_30380216271_736698,0 days 00:00:00,Control
781448114_26743517106_964572,0 days 00:03:31,Control
781457049_68006328989_291347,0 days 00:00:00,Test
78145798_32609547856_99182,0 days 00:05:57,Control
781487149_3570056435_946248,0 days 00:08:28,Test
78149601_73411789147_868274,0 days 00:00:43,Control
781535039_97975637602_35309,0 days 00:03:01,Control
781541071_19508066997_831415,0 days 00:01:33,Test
781550496_88201815781_894121,0 days 00:01:43,Control
781554823_11821836672_937486,0 days 00:00:43,Test
781558832_88560064241_559070,0 days 00:04:03,Control
781564191_49805813950_215173,0 days 00:11:35,Control
781565986_38171066649_750787,0 days 00:13:04,Control
781578131_22757116913_898641,0 days 00:03:55,Control
781615415_66572817166_372257,0 days 00:00:00,Control
78163093_2367611731_34299,0 days 00:11:27,Test
781642369_28752891124_120079,0 days 00:00:00,Control
781654984_86659896172_331531,0 days 00:07:32,Control
781657354_69478676993_860106,0 days 00:00:00,Control
781677747_19031342910_599752,0 days 00:14:20,Test
781678182_2297662023_889243,0 days 00:00:00,Test
781695143_54152168363_734103,0 days 00:12:13,Control
781695564_45552020831_405400,0 days 00:00:00,Control
781712742_96989825082_845381,0 days 00:00:59,Control
781746456_19520942994_814251,0 days 00:06:14,Control
781762490_2733357373_223443,0 days 00:01:41,Test
781765943_6664863183_627565,0 days 00:00:18,Test
781785945_8840963584_589987,0 days 00:26:17,Test
781792755_81939217351_498340,0 days 00:00:33,Test
781803493_62823035324_69442,0 days 00:04:05,Test
781810952_37616593544_736427,0 days 00:09:25,Control
781820683_75262890234_782308,0 days 00:02:37,Test
781828813_44034499346_281309,0 days 00:00:00,Control
781848189_96564220331_757893,0 days 00:00:55,Control
781855232_17247231870_422529,0 days 00:00:00,Control
781858277_18600173319_40178,0 days 00:01:10,Control
781865274_12827422452_21305,0 days 00:00:17,Control
781901618_56271675673_200214,0 days 00:03:38,Control
781902117_54383201174_424432,0 days 00:52:18,Test
781906478_27779717770_62750,0 days 00:00:44,Test
78191678_97026365632_121589,0 days 00:43:19,Test
781920845_34158920061_59816,0 days 00:00:00,Control
781941854_19218669254_577453,0 days 00:03:37,Control
781959308_14113054265_939249,0 days 00:04:18,Control
781965212_23617248186_884558,0 days 00:35:32,Control
781972088_62099138380_41459,0 days 00:02:22,Control
781993416_1384505734_81487,0 days 00:02:44,Test
782014636_63845092517_609716,0 days 00:03:01,Test
782026273_97262083714_14205,0 days 00:13:15,Control
782048214_59253546704_572080,0 days 00:13:29,Control
782077180_90431725115_719534,0 days 00:00:00,Test
782080430_79115690378_573560,0 days 00:00:00,Test
782098239_44928281492_19850,0 days 00:00:00,Control
782105521_44309894425_129539,0 days 00:00:25,Test
782147777_36839784951_876288,0 days 00:00:00,Control
782178206_18746335487_586006,0 days 00:00:08,Control
782194347_6095173113_12359,0 days 00:04:44,Control
782227237_67414351940_32437,0 days 00:00:00,Control
782238960_68104506549_257817,0 days 00:07:40,Control
782249867_36098167665_821556,0 days 00:06:36,Test
78227203_42419778634_190205,0 days 00:00:00,Test
782273278_10391189486_268099,0 days 00:05:37,Control
782276371_15915130893_931616,0 days 00:03:52,Control
782302129_6672266474_640641,0 days 00:04:26,Test
782308047_86670664921_225613,0 days 00:00:00,Test
782324316_43683747624_350867,0 days 00:00:53,Test
782338878_57654649136_465800,0 days 00:00:00,Test
78234600_76727487253_744212,0 days 00:08:44,Test
78236562_16733347196_613217,0 days 00:03:52,Test
782388924_30650559288_178621,0 days 00:00:00,Test
782398084_44920031200_269169,0 days 00:10:47,Control
782400983_8500261141_429504,0 days 00:00:00,Control
782404056_91700579587_503289,0 days 00:03:21,Control
782408380_50278754671_86366,0 days 00:00:14,Test
782416331_83876446610_186900,0 days 00:00:15,Control
782425195_81384289624_94596,0 days 00:05:07,Test
782434091_65538103826_58596,0 days 00:00:00,Test
782484625_94017012597_371855,0 days 00:02:06,Test
782490507_72404559165_915676,0 days 00:00:00,Control
782511404_27402113228_236807,0 days 00:00:00,Test
782512439_52715344954_564286,0 days 00:33:45,Test
782515244_37114886673_402199,0 days 00:02:35,Test
782523935_77184836428_618877,0 days 00:03:53,Control
782536902_73456417275_469112,0 days 00:14:52,Control
7825390_19156524971_445277,0 days 00:12:59,Test
782555375_33658195651_544183,0 days 00:07:01,Control
782558173_97074057978_633205,0 days 00:02:47,Control
782561562_50742084358_778014,0 days 00:28:15,Test
782574776_32645000871_372610,0 days 00:00:25,Control
782588308_4963762565_206532,0 days 00:03:00,Test
782593293_96948059561_453505,0 days 00:02:47,Control
782596196_505235353_383894,0 days 00:01:28,Control
782621368_53073067020_165420,0 days 00:02:17,Control
782634961_21923318819_1563,0 days 00:05:14,Test
782672841_99997096567_832848,0 days 00:04:15,Control
782691028_48864178023_729811,0 days 00:00:00,Test
782751838_96690519764_720830,0 days 00:02:11,Control
782764803_27546698364_61847,0 days 00:00:00,Test
782823210_39203437714_55690,0 days 00:14:20,Control
782829430_50117217891_776443,0 days 00:05:50,Control
782862572_32800501528_946056,0 days 00:00:00,Control
782880022_6455321159_584038,0 days 00:00:46,Test
782899885_59117424236_887130,0 days 00:02:29,Control
782904147_16475453076_63145,0 days 00:00:52,Test
782914411_69387246659_963902,0 days 00:00:56,Test
782921179_80481992213_843062,0 days 00:19:45,Test
782946861_15223205946_110380,0 days 00:00:00,Test
782957746_57110762160_142756,0 days 00:00:00,Test
78296215_89207707711_767844,0 days 00:00:48,Control
78297409_82653610453_586752,0 days 00:05:35,Test
782998759_25051688922_387144,0 days 00:10:50,Control
782998959_74836603869_852339,0 days 00:04:31,Test
783003088_18519468880_213255,0 days 00:08:58,Test
783009317_54023216679_881802,0 days 00:00:00,Control
783024365_59324660544_431876,0 days 00:02:09,Control
783032111_48132743400_36328,0 days 00:08:32,Test
783040693_51680055509_89826,0 days 00:08:05,Test
78306771_76114917474_357581,0 days 00:02:35,Test
783088861_66283031138_778210,0 days 00:00:42,Control
783117288_13686775330_760894,0 days 00:00:49,Test
783141636_74288352124_247568,0 days 00:02:54,Test
783142516_24466349180_176225,0 days 00:02:00,Test
783164451_73914575132_100535,0 days 00:05:26,Control
783167008_29824564806_743444,0 days 00:00:00,Test
783229608_25839741891_970885,0 days 00:00:42,Control
783242013_12320454524_512375,0 days 00:00:00,Control
783257585_11888166491_307733,0 days 00:04:40,Test
783287174_83093452047_487007,0 days 00:00:00,Test
783288447_75452490111_980033,0 days 00:11:19,Test
78329316_32442724226_804683,0 days 00:04:57,Test
783297954_14927237180_913774,0 days 00:00:00,Control
783316986_13889218585_933017,0 days 00:08:28,Control
783328420_6014949582_18136,0 days 00:00:42,Test
783331709_24796270141_101213,0 days 00:00:10,Control
783357987_29830626581_517676,0 days 00:01:30,Control
783364429_42418981842_534117,0 days 00:08:38,Test
783369000_34122575094_650835,0 days 00:06:40,Test
783378051_71668293406_790659,0 days 00:07:22,Test
783393496_58931214032_192674,0 days 00:11:41,Control
783411538_95003431797_285858,0 days 00:00:00,Control
783412112_67348698711_311985,0 days 00:00:09,Test
783418650_78697269676_353454,0 days 00:14:41,Test
783423709_88615762378_262005,0 days 00:15:05,Control
783438318_89643170299_155796,0 days 00:09:02,Control
783441728_28408879281_349958,0 days 00:00:11,Control
783447691_31212865723_753278,0 days 00:04:34,Test
78345375_54770826664_682068,0 days 00:11:52,Test
783456419_52933831093_975902,0 days 00:00:25,Test
783460668_86359891654_800467,0 days 00:00:00,Control
783465058_12276969494_680366,0 days 00:11:40,Control
783475865_53162225512_72968,0 days 00:02:51,Control
783479825_84273136499_564988,0 days 00:13:51,Test
783482264_65750313740_127128,0 days 00:07:28,Control
783488563_11738042237_134101,0 days 00:00:00,Test
783499712_21085706758_994555,0 days 00:02:14,Control
78351976_91808915532_704976,0 days 00:10:33,Test
783561123_92269671759_32039,0 days 00:02:36,Test
783581347_73191515800_192185,0 days 00:05:06,Test
783584713_1003170084_44038,0 days 00:22:20,Test
783611630_35239435581_39128,0 days 00:03:46,Test
783711819_84102182336_146992,0 days 00:00:10,Control
783726479_26198732941_680011,0 days 00:06:13,Control
783738492_87964790578_710224,0 days 00:01:59,Control
783759912_72922258380_781526,0 days 00:00:59,Control
78377060_14819078934_434848,0 days 00:02:01,Control
78378628_9269019215_119779,0 days 00:14:28,Control
783798900_4839343788_884801,0 days 00:03:34,Test
783802597_20847986446_555928,0 days 00:00:00,Test
783830519_86916134367_985475,0 days 00:01:31,Test
78384699_8023355163_601794,0 days 00:17:40,Test
78385298_87828269553_486858,0 days 00:02:02,Test
78386315_45624625075_22331,0 days 00:05:29,Control
783867892_94108139728_841860,0 days 00:03:07,Control
783890841_69836382445_167986,0 days 00:00:16,Control
783930565_48407090285_10232,0 days 00:04:42,Control
783942908_86884798661_159833,0 days 00:02:19,Control
783962330_75758734058_285240,0 days 00:00:00,Control
783990210_79733936705_575567,0 days 00:02:11,Test
784042073_98448995739_312005,0 days 00:01:03,Control
784046999_47101947936_803256,0 days 00:11:11,Test
784051254_55569059587_53032,0 days 00:02:23,Control
784065271_45379483290_309335,0 days 00:00:00,Control
784074900_99005053644_832764,0 days 00:00:00,Test
784123841_32030580788_378223,0 days 00:18:18,Control
784124227_93166297870_445874,0 days 00:10:56,Test
784143237_70549890447_565197,0 days 00:04:35,Test
784166115_91833651165_270636,0 days 00:00:55,Test
784176967_92911007935_254763,0 days 00:02:57,Control
784193126_83411246801_33887,0 days 00:04:47,Test
784204741_54205347756_114676,0 days 00:09:26,Test
784218095_70489192331_336565,0 days 00:02:55,Test
784220220_39348020681_872738,0 days 00:07:48,Control
784221106_95387675944_55155,0 days 00:39:25,Test
784222268_62889249625_229821,0 days 00:03:47,Control
784223970_91742055144_798558,0 days 00:01:59,Test
784244787_47609727197_883941,0 days 00:00:00,Control
784253259_50313002060_97822,0 days 00:00:34,Control
78427906_38384826292_258822,0 days 00:00:05,Test
784304954_74878903130_13601,0 days 00:00:00,Control
784326955_86478732444_84217,0 days 00:00:00,Test
784344440_41333570979_807000,0 days 00:11:04,Control
784346590_11225638950_988574,0 days 00:04:48,Control
784373147_3515504831_886691,0 days 00:04:58,Test
78439272_98745529935_130357,0 days 00:26:09,Control
784403841_83358398881_276336,0 days 00:03:29,Control
784416464_32100265402_401790,0 days 00:02:10,Test
784426351_54764718076_800586,0 days 00:02:36,Test
784434931_64036050890_132317,0 days 00:19:19,Control
784445528_14731100352_958343,0 days 00:21:23,Test
784446779_88217576253_774997,0 days 00:07:55,Control
784447616_18494122555_439377,0 days 00:00:00,Test
7844572_38206260348_828561,0 days 00:09:33,Control
784467063_4305784299_283932,0 days 00:10:39,Test
784468769_68070229183_294629,0 days 00:04:19,Control
784470394_59248938773_518416,0 days 00:00:00,Control
784491231_92668711747_907110,0 days 00:23:57,Test
784493319_68167264652_658188,0 days 00:00:00,Test
784514051_76991500938_898645,0 days 00:27:59,Test
784523878_89476617944_536305,0 days 00:00:00,Control
784524545_55317838859_624196,0 days 00:00:05,Control
784530327_14085804487_265765,0 days 00:01:37,Test
784573712_18879304379_8084,0 days 00:03:46,Control
784591414_86227832060_299552,0 days 00:00:15,Test
784596879_79851642772_300086,0 days 00:03:08,Control
78461465_37466378200_601036,0 days 00:03:49,Test
784631551_31322057274_939531,0 days 00:00:46,Test
784648443_20892800506_282859,0 days 00:03:47,Test
78471447_66271825945_700583,0 days 00:00:00,Control
784721674_37703151254_41492,0 days 00:01:20,Test
784759520_96962704737_238154,0 days 00:11:09,Test
78478345_36600834787_918035,0 days 00:00:00,Control
784805590_32223154403_868051,0 days 00:00:00,Test
784847368_52273235993_690114,0 days 00:05:59,Test
784869539_71008965949_320159,0 days 00:03:01,Control
784875265_36146253990_885635,0 days 00:00:40,Test
784885272_81810874257_553978,0 days 00:04:39,Control
784890112_54717775186_561059,0 days 00:00:42,Test
784890285_66861842096_951020,0 days 00:01:20,Control
784906395_33347987691_415705,0 days 00:08:37,Test
784948529_13451538908_450982,0 days 00:06:58,Test
784950484_55172160311_285241,0 days 00:04:00,Test
